Start,Duration,Class of Type,Event Type,Kind of Object,Event Object,Comment,Tag,Status
2021-12-07 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-12-07 09:00,30,Unclassified,Consume,Unclassified,Podcast,"Offline
Dish washing ",,Done
2021-12-07 09:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-07 10:00,30,Unclassified,Consume,Unclassified,Podcast,"Offline
Transit Mountbatten to Home",,Done
2021-12-07 10:30,30,Unclassified,Consume,Unclassified,,,,Done
2021-12-07 11:00,30,Unclassified,Career,Unclassified,Meeting,Ematic,,Done
2021-12-07 11:30,30,Unclassified,Career,Unclassified,Meeting,Aampe Model,,Done
2021-12-07 12:00,30,Unclassified,Career,Unclassified,Meeting,Aampe debrief ,,Done
2021-12-07 12:30,60,Unclassified,Career,Unclassified,Project,GEL CX HBR reading ,,Done
2021-12-07 13:30,180,Unclassified,Career,Unclassified,Meeting,Marketing Presentations,,Done
2021-12-07 16:30,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-07 17:00,30,Unclassified,Create,Unclassified,Cooking,Breakfast ,,Done
2021-12-07 17:30,30,Unclassified,Create,Unclassified,Cooking,Dinner,,Done
2021-12-07 18:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Simon call,,Done
2021-12-07 18:30,30,Unclassified,Create,Unclassified,Let Leni Lead,Dinner adobo,,Done
2021-12-07 19:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Jenny call,,Done
2021-12-07 19:30,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Clean up 
",,Done
2021-12-07 20:00,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-12-07 21:00,60,Unclassified,Consume,Unclassified,Books,,,Done
2021-12-07 22:00,540,Unclassified,Circadian,Unclassified,,,,Done
2021-12-08 07:00,30,Unclassified,Consume,Unclassified,Podcast,,,Done
2021-12-08 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-08 08:00,60,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-12-08 09:00,60,Unclassified,Create,Unclassified,Governance,Holiday Package Packing and Registering on Ezy2Ship,,Done
2021-12-08 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-08 10:30,30,Unclassified,Consume,Unclassified,Podcast,"BBC the real story
Transit home to Beauty world",,Done
2021-12-08 11:00,60,Unclassified,Create,Unclassified,Podcast,Tash Podcast Walkthrough,,Done
2021-12-08 12:00,60,Unclassified,Career,Unclassified,Meeting,CX HBR catch up ,,Done
2021-12-08 13:00,120,Unclassified,Career,Unclassified,Meeting,Marketing Presentations ,,Done
2021-12-08 15:00,60,Unclassified,Care,Unclassified,Walking,"Meals on Wheels
Marketing Presentations ",,Done
2021-12-08 16:00,30,Unclassified,Career,Unclassified,Meeting,Marketing Presentations ,,Done
2021-12-08 16:30,30,Unclassified,Care,Unclassified,Walking,Marketing Presentations ,,Done
2021-12-08 17:00,60,Unclassified,Career,Unclassified,Meeting,Marketing Presentations ,,Done
2021-12-08 18:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Stephie Call,,Done
2021-12-08 19:00,30,Unclassified,Connect,Unclassified,Friends,Sayaka call,,Done
2021-12-08 19:30,60,Unclassified,Create,Unclassified,Blog,,,Done
2021-12-08 20:30,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-12-08 21:00,90,Unclassified,Create,Unclassified,Podcast,Stalking Spurs Recording ,,Done
2021-12-08 22:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-08 23:00,30,Unclassified,Care,Unclassified,Masturbation,,,Done
2021-12-08 23:30,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-09 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-09 08:00,30,Unclassified,Consume,Unclassified,Podcast,"BBC The real story
Transit Home to Raffles Place",,Done
2021-12-09 08:30,30,Unclassified,Consume,Unclassified,Books,"A single revolution 
Transit Home to Raffles Place",,Done
2021-12-09 09:00,90,Unclassified,Career,Unclassified,Meeting,Welcome Hui Teng Breakfast,,Done
2021-12-09 10:30,120,Unclassified,Career,Unclassified,Troubleshoot,TH escalation dynamic etmating increase ,,Done
2021-12-09 12:30,90,Unclassified,Career,Unclassified,Reports,Channel overview ,,Done
2021-12-09 14:00,60,Unclassified,Career,Unclassified,Reports,Trident Newsletter,,Done
2021-12-09 15:00,30,Unclassified,Career,Unclassified,Meeting,Support Group,,Done
2021-12-09 15:30,30,Unclassified,Career,Unclassified,Reports,Trident Newsletter,,Done
2021-12-09 16:00,30,Unclassified,Career,Unclassified,Meeting,TH escalation ,,Done
2021-12-09 16:30,30,Unclassified,Career,Unclassified,Meeting,Aampe Chat Kelvin Lui,,Done
2021-12-09 17:00,30,Unclassified,Career,Unclassified,Meeting,Comms TF Leads Bi Monthly,,Done
2021-12-09 17:30,30,Unclassified,Career,Unclassified,Project,GEL catch up ,,Done
2021-12-09 18:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Ichi Call,,Done
2021-12-09 19:00,120,Unclassified,Create,Unclassified,Podcast,Stalking Spurs Editing ,,Done
2021-12-09 21:00,30,Unclassified,Care,Unclassified,WeightTraining,,,Done
2021-12-09 21:30,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-09 22:30,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-12-09 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-10 07:00,60,Unclassified,Create,Unclassified,Cooking,,,Done
2021-12-10 08:00,60,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-12-10 09:00,30,Unclassified,Connect,Unclassified,Partner,Plant Parenting,,Done
2021-12-10 09:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-10 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-10 10:30,60,Unclassified,Career,Unclassified,Meeting,MHM slides,,Done
2021-12-10 11:30,30,Unclassified,Career,Unclassified,Reports,MHM Report Revisions ,,Done
2021-12-10 12:00,30,Unclassified,Career,Unclassified,Project,GEL catch up,,Done
2021-12-10 12:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-10 14:00,90,Unclassified,Career,Unclassified,Reports,Trident Newsletter,,Done
2021-12-10 15:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-10 16:00,30,Unclassified,Career,Unclassified,Project,GEL catch up ,,Done
2021-12-10 16:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-12-10 17:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-10 17:30,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-10 18:30,30,Unclassified,Connect,Unclassified,Partner,Transit to Paya Lebar,,Done
2021-12-10 19:00,60,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-12-10 20:00,180,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-10 23:00,540,Unclassified,Circadian,Unclassified,,,,Done
2021-12-11 08:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-11 08:30,30,Unclassified,Connect,Unclassified,Partner,Laundry ,,Done
2021-12-11 09:00,30,Unclassified,Connect,Unclassified,Partner,sex,,Done
2021-12-11 09:30,30,Unclassified,Connect,Unclassified,Partner,Active conversations ,,Done
2021-12-11 10:00,30,Unclassified,Connect,Unclassified,Partner,Laundry ,,Done
2021-12-11 10:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast prep ,,Done
2021-12-11 11:00,60,Unclassified,Connect,Unclassified,Partner,Brunch ,,Done
2021-12-11 12:00,60,Unclassified,Career,Unclassified,Troubleshoot,PH segment issue,,Done
2021-12-11 13:00,60,Unclassified,Connect,Unclassified,Partner,Plant Parents,,Done
2021-12-11 14:00,120,Unclassified,Connect,Unclassified,Partner,Conversion Guide,,Done
2021-12-11 16:00,60,Unclassified,Consume,Unclassified,Podcast,"BBC F1 Chequered Flag 
Transit Mountbatten to Siglap",,Done
2021-12-11 17:00,30,Unclassified,Consume,Unclassified,Books,"Thinking fast and slow
Eating pork rice ",,Done
2021-12-11 17:30,30,Unclassified,Create,Unclassified,Education,Duolingo ,,Done
2021-12-11 18:00,180,Unclassified,Connect,Unclassified,Friends,,,Done
2021-12-11 21:00,60,Unclassified,Consume,Unclassified,Sports,F1 Qualifying,,Done
2021-12-11 22:00,270,Unclassified,Create,Unclassified,Governance,"Conversion Guide
Female Model for Atreaction ",,Done
2021-12-12 02:30,450,Unclassified,Circadian,Unclassified,,,,Done
2021-12-12 10:00,30,Unclassified,Create,Unclassified,Gardening,,,Done
2021-12-12 10:30,30,Unclassified,Create,Unclassified,Podcast,"BMIH prep 
SS posting",,Done
2021-12-12 11:00,180,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas,,Done
2021-12-12 14:00,60,Unclassified,Create,Unclassified,Podcast,,,Done
2021-12-12 15:00,60,Unclassified,Create,Unclassified,Podcast,BMIH Editing,,Done
2021-12-12 16:00,60,Unclassified,Consume,Unclassified,,,,Done
2021-12-12 17:00,120,Unclassified,Connect,Unclassified,Friends,,,Done
2021-12-12 19:00,60,Unclassified,Consume,Unclassified,,,,Done
2021-12-12 20:00,240,Unclassified,Connect,Unclassified,Friends,,,Done
2021-12-13 00:00,60,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Transit Punggol to Home",,Done
2021-12-13 01:00,360,Unclassified,Circadian,Unclassified,,,,Done
2021-12-13 07:00,30,Unclassified,Consume,Unclassified,,,,Done
2021-12-13 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-13 08:00,60,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-13 09:00,210,Unclassified,Consume,Unclassified,,,,Done
2021-12-13 12:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-12-13 13:00,60,Unclassified,Connect,Unclassified,Partner,Lunch ,,Done
2021-12-13 14:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-13 15:00,60,Unclassified,Consume,Unclassified,Podcast,"F1 Chequered Flag 
Grocery ",,Done
2021-12-13 16:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-12-13 16:30,30,Unclassified,Consume,Unclassified,Books,A single revolution ,,Done
2021-12-13 17:00,30,Unclassified,Consume,Unclassified,Books,Grit,,Done
2021-12-13 17:30,30,Unclassified,Create,Unclassified,Education,Duolingo ,,Done
2021-12-13 18:00,30,Unclassified,Consume,Unclassified,Podcast,"Keep It
Dinner prep ",,Done
2021-12-13 18:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-13 19:00,30,Unclassified,Create,Unclassified,Cooking,Thai green curry ,,Done
2021-12-13 19:30,30,Unclassified,Connect,Unclassified,Partner,Dinner Prep,,Done
2021-12-13 20:00,180,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-13 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-14 07:00,30,Unclassified,Consume,Unclassified,,,,Done
2021-12-14 07:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-12-14 08:00,60,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-12-14 09:00,120,Unclassified,Consume,Unclassified,,,,Done
2021-12-14 11:00,60,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-14 12:00,30,Unclassified,Career,Unclassified,Project,Aampe ,,Done
2021-12-14 12:30,60,Unclassified,Career,Unclassified,Project,Verified emails ,,Done
2021-12-14 13:30,60,Unclassified,Create,Unclassified,Let Leni Lead,Ruth Call,,Done
2021-12-14 14:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Matias ,,Done
2021-12-14 15:00,60,Unclassified,Create,Unclassified,Education,Python install,,Done
2021-12-14 16:00,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-14 16:30,60,Unclassified,Career,Unclassified,Meeting,MTO gel bi monthly ,,Done
2021-12-14 17:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-14 18:00,30,Unclassified,Care,Unclassified,WeightTraining,10 minute glutes,,Done
2021-12-14 18:30,30,Unclassified,Care,Unclassified,Swimming,10 minute swim ,,Done
2021-12-14 19:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Iza Call,,Done
2021-12-14 19:30,30,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas,,Done
2021-12-14 20:00,30,Unclassified,Consume,Unclassified,Podcast,"Offline 
grocery ",,Done
2021-12-14 20:30,90,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-12-14 22:00,30,Unclassified,Consume,Unclassified,Books,While we were dating ,,Done
2021-12-14 22:30,60,Unclassified,Consume,Unclassified,Books,Black edge ,,Done
2021-12-14 23:30,450,Unclassified,Circadian,Unclassified,,,,Done
2021-12-15 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-15 07:30,30,Unclassified,Connect,Unclassified,Family,,,Done
2021-12-15 08:00,30,Unclassified,Care,Unclassified,WeightTraining,,,Done
2021-12-15 08:30,30,Unclassified,Care,Unclassified,Cycling,,,Done
2021-12-15 09:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-15 09:30,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Transit Home to Newton",,Done
2021-12-15 10:00,60,Unclassified,Connect,Unclassified,Therapy,ASD Evaluation Day One ,,Done
2021-12-15 11:00,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Transit Newton to Little India",,Done
2021-12-15 11:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America 
Transit Newton to Little India",,Done
2021-12-15 12:00,60,Unclassified,Create,Unclassified,Governance,Thoughtful Chat,,Done
2021-12-15 13:00,30,Unclassified,Consume,Unclassified,Podcast,"Saved for Later 
Transit Little India to Home",,Done
2021-12-15 13:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-15 14:00,60,Unclassified,Career,Unclassified,Meeting,1:1 Adrian,,Done
2021-12-15 15:00,30,Unclassified,Consume,Unclassified,,"The Cut
Transit Home to Toa Payoh",,Done
2021-12-15 15:30,30,Unclassified,Care,Unclassified,Walking,Meals on Wheels,,Done
2021-12-15 16:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-15 16:30,60,Unclassified,Career,Unclassified,Meeting,Chat Brainstorm,,Done
2021-12-15 17:30,30,Unclassified,Career,Unclassified,Reports,Verified email,,Done
2021-12-15 18:00,120,Unclassified,Create,Unclassified,Cooking,Ginataang kalabasa and sitaw ,,Done
2021-12-15 20:00,30,Unclassified,Create,Unclassified,Cooking,Granola ,,Done
2021-12-15 20:30,30,Unclassified,Create,Unclassified,Cooking,Clean up ,,Done
2021-12-15 21:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-15 22:00,60,Unclassified,Consume,Unclassified,Books,,,Done
2021-12-15 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-16 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-16 07:30,30,Unclassified,Career,Unclassified,Project,Dotcom PRFC,,Done
2021-12-16 08:00,30,Unclassified,Care,Unclassified,WeightTraining,,,Done
2021-12-16 08:30,30,Unclassified,Consume,Unclassified,Podcast,"Sway
Transit Home to Newton",,Done
2021-12-16 09:00,30,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-12-16 09:30,30,Unclassified,Consume,Unclassified,Podcast,"Sway
Transit Newton to Home",,Done
2021-12-16 10:00,30,Unclassified,Career,Unclassified,Meeting,UCD demo,,Done
2021-12-16 10:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save the world
Transit Home to Novena",,Done
2021-12-16 11:00,60,Unclassified,Care,Unclassified,Medical,,,Done
2021-12-16 12:00,30,Unclassified,Consume,Unclassified,Podcast,"Pod save the world
Transit Novena to Home ",,Done
2021-12-16 12:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-16 13:00,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-16 13:30,30,Unclassified,Career,Unclassified,Project,Verified Email,,Done
2021-12-16 14:00,30,Unclassified,Career,Unclassified,Reports,Verified Email,,Done
2021-12-16 14:30,30,Unclassified,Career,Unclassified,Reports,Trident Newsletter ,,Done
2021-12-16 15:00,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-16 15:30,30,Unclassified,Career,Unclassified,Meeting,Helmsdeep Catch Up,,Done
2021-12-16 16:00,60,Unclassified,Career,Unclassified,Meeting,Comms TF program updates ,,Done
2021-12-16 17:00,30,Unclassified,Consume,Unclassified,,"Sway
Transit Home to Serangoon",,Done
2021-12-16 17:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Adrian,,Done
2021-12-16 18:00,60,Unclassified,Care,Unclassified,Yoga,,,Done
2021-12-16 19:00,30,Unclassified,Consume,Unclassified,Podcast,"Vox Conversations 
Transit Serangoon to Home ",,Done
2021-12-16 19:30,30,Unclassified,Consume,Unclassified,Podcast,"Vox Conversations
Transit Serangoon to Home ",,Done
2021-12-16 20:00,30,Unclassified,Connect,Unclassified,Partner,Responding to Taylor,,Done
2021-12-16 20:30,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-12-16 21:30,30,Unclassified,Consume,Unclassified,Books,Black Edge,,Done
2021-12-16 22:00,60,Unclassified,Consume,Unclassified,Books,,,Done
2021-12-16 23:00,60,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-12-17 00:00,420,Unclassified,Circadian,Unclassified,,,,Done
2021-12-17 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-17 07:30,30,Unclassified,Create,Unclassified,Cooking,,,Done
2021-12-17 08:00,60,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-17 09:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-17 09:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-12-17 10:00,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-17 10:30,30,Unclassified,Career,Unclassified,Project,Verified Emails,,Done
2021-12-17 11:00,30,Unclassified,Consume,Unclassified,Books,Black Edge,,Done
2021-12-17 11:30,30,Unclassified,Career,Unclassified,Reports,Trident Newsletter ,,Done
2021-12-17 12:00,30,Unclassified,Career,Unclassified,Meeting,PI report ,,Done
2021-12-17 12:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-17 14:00,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-12-17 14:30,30,Unclassified,Consume,Unclassified,,,,Done
2021-12-17 15:00,30,Unclassified,Career,Unclassified,Meeting,1:1 design ,,Done
2021-12-17 15:30,30,Unclassified,Career,Unclassified,Meeting,Team meeting ,,Done
2021-12-17 16:00,30,Unclassified,Career,Unclassified,Project,AWS Recruiter Interview,,Done
2021-12-17 16:30,30,Unclassified,Career,Unclassified,Project,Aampe,,Done
2021-12-17 17:00,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Dinner run Novena ",,Done
2021-12-17 17:30,30,Unclassified,Consume,Unclassified,Podcast,Dinner run Novena ,,Done
2021-12-17 18:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-17 19:00,60,Unclassified,Connect,Unclassified,Partner,Active conversations ,,Done
2021-12-17 20:00,30,Unclassified,Connect,Unclassified,Partner,Dinner and Colbert,,Done
2021-12-17 20:30,60,Unclassified,Connect,Unclassified,Partner,Python 101,,Done
2021-12-17 21:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-17 23:00,510,Unclassified,Circadian,Unclassified,,,,Done
2021-12-18 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-18 08:00,30,Unclassified,Circadian,Unclassified,,,,Done
2021-12-18 08:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-12-18 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-12-18 09:30,30,Unclassified,Connect,Unclassified,Partner,Clean up,,Done
2021-12-18 10:00,30,Unclassified,Connect,Unclassified,Partner,Laundry,,Done
2021-12-18 10:30,30,Unclassified,Connect,Unclassified,Partner,Clothes,,Done
2021-12-18 11:00,30,Unclassified,Connect,Unclassified,Partner,Clothes ,,Done
2021-12-18 11:30,150,Unclassified,Connect,Unclassified,Partner,Green new deal ,,Done
2021-12-18 14:00,30,Unclassified,Connect,Unclassified,Partner,Conflict ,,Done
2021-12-18 14:30,30,Unclassified,Connect,Unclassified,Partner,Reset and sex ,,Done
2021-12-18 15:00,90,Unclassified,Circadian,Unclassified,,,,Done
2021-12-18 16:30,60,Unclassified,Connect,Unclassified,Partner,Green new deal pod,,Done
2021-12-18 17:30,30,Unclassified,Connect,Unclassified,Partner,Iunch,,Done
2021-12-18 18:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Mountbatten to Home,,Done
2021-12-18 18:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Transit Home to Ang Mo Kio",,Done
2021-12-18 19:00,180,Unclassified,Connect,Unclassified,Family,Happy Birthday Ashna,,Done
2021-12-18 22:00,60,Unclassified,Consume,Unclassified,Podcast,Transit Ang Mo Kio to Home,,Done
2021-12-18 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-19 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-19 07:30,30,Unclassified,Consume,Unclassified,Podcast,"Keep it
Transit Home to Beauty World",,Done
2021-12-19 08:00,120,Unclassified,Care,Unclassified,Hiking,,,Done
2021-12-19 10:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Bukit Timah to Home,,Done
2021-12-19 10:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-19 11:00,60,Unclassified,Connect,Unclassified,Friends,,,Done
2021-12-19 12:00,60,Unclassified,Consume,Unclassified,,,,Done
2021-12-19 13:00,60,Unclassified,Connect,Unclassified,Friends,,,Done
2021-12-19 14:00,30,Unclassified,Consume,Unclassified,Mobile,Laundry,,Done
2021-12-19 14:30,30,Unclassified,Consume,Unclassified,Movies ,Selling sunset ,,Done
2021-12-19 15:00,120,Unclassified,Consume,Unclassified,Movies ,"Castle for Christmas 
Sunday movie club ",,Done
2021-12-19 17:00,60,Unclassified,Consume,Unclassified,Podcast,"The Waves
Transit Home to Punggol",,Done
2021-12-19 18:00,510,Unclassified,Connect,Unclassified,Friends,Lush Christmas dinner ,,Done
2021-12-20 02:30,300,Unclassified,Circadian,Unclassified,,,,Done
2021-12-20 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-20 08:00,30,Unclassified,Connect,Unclassified,Partner,Bread Making,,Done
2021-12-20 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-12-20 09:00,30,Unclassified,Consume,Unclassified,Movies ,"Lovett or Leave It
Breakfast Clean Up",,Done
2021-12-20 09:30,120,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-12-20 11:30,30,Unclassified,Consume,Unclassified,Movies ,CTC backlog recording ,,Done
2021-12-20 12:00,30,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-12-20 12:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-12-20 14:00,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas,,Done
2021-12-20 15:00,60,Unclassified,Create,Unclassified,Podcast,,,Done
2021-12-20 16:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-20 16:30,30,Unclassified,Care,Unclassified,Walking,"Grocery run
Lovett or leave it ",,Done
2021-12-20 17:00,30,Unclassified,Care,Unclassified,Walking,"Grocery run
Offline",,Done
2021-12-20 17:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-20 18:00,60,Unclassified,Connect,Unclassified,Partner,Blowjob and plan day ,,Done
2021-12-20 19:00,30,Unclassified,Connect,Unclassified,Partner,Bread making ,,Done
2021-12-20 19:30,60,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-12-20 20:30,150,Unclassified,Connect,Unclassified,Partner,Radar,,Done
2021-12-20 23:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-12-20 23:30,480,Unclassified,Circadian,Unclassified,,,,Done
2021-12-21 07:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-12-21 08:00,30,Unclassified,Circadian,Unclassified,,,,Done
2021-12-21 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast prep,,Done
2021-12-21 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfasy,,Done
2021-12-21 09:30,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-21 10:30,30,Unclassified,Consume,Unclassified,Podcast,"Offline
Transit Mountbatten to Bugis",,Done
2021-12-21 11:00,30,Unclassified,Create,Unclassified,Governance,SIM card registration ,,Done
2021-12-21 11:30,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria 
Transit Bugis to Beauty World ",,Done
2021-12-21 12:00,210,Unclassified,Connect,Unclassified,Colleagues,Team Christmas lunch ,,Done
2021-12-21 15:30,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Tidying Up ",,Done
2021-12-21 16:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Call with Pam Pascual,,Done
2021-12-21 17:00,30,Unclassified,Create,Unclassified,Gardening,Water plants ,,Done
2021-12-21 17:30,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Get ready for dinner",,Done
2021-12-21 18:00,30,Unclassified,Consume,Unclassified,Podcast,"Hex and the city
Transit Home to outram ",,Done
2021-12-21 18:30,150,Unclassified,Connect,Unclassified,Friends,Drinks with Risa,,Done
2021-12-21 21:00,30,Unclassified,Consume,Unclassified,Podcast,"The view from the lane
Transit Chinatown to Home",,Done
2021-12-21 21:30,30,Unclassified,Consume,Unclassified,Podcast,"WTF1
Wind down",,Done
2021-12-21 22:00,30,Unclassified,Create,Unclassified,Education,Duolingo,,Done
2021-12-21 22:30,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-12-21 23:00,510,Unclassified,Circadian,Unclassified,,,,Done
2021-12-22 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-22 08:00,150,Unclassified,Circadian,Unclassified,,,,Done
2021-12-22 10:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-22 11:00,30,Unclassified,Consume,Unclassified,Podcast,"WTF1
Grocery and errands",,Done
2021-12-22 11:30,30,Unclassified,Consume,Unclassified,Podcast,Grocery and errands,,Done
2021-12-22 12:00,30,Unclassified,Create,Unclassified,Education,Duolingo ,,Done
2021-12-22 12:30,60,Unclassified,Create,Unclassified,Let Leni Lead,Lee Ann call,,Done
2021-12-22 13:30,60,Unclassified,Create,Unclassified,Governance,"Apple support call
Lunch ",,Done
2021-12-22 14:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Laundry and chores ",,Done
2021-12-22 15:00,120,Unclassified,Create,Unclassified,Podcast,BMIH Editing,,Done
2021-12-22 17:00,60,Unclassified,Create,Unclassified,Blog,Music Q4,,Done
2021-12-22 18:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Dyan call,,Done
2021-12-22 19:00,60,Unclassified,Connect,Unclassified,Therapy,OpenRelating ,,Done
2021-12-22 20:00,90,Unclassified,Create,Unclassified,Podcast,BMIH Recoeding ,,Done
2021-12-22 21:30,30,Unclassified,Create,Unclassified,Blog,Music Q4,,Done
2021-12-22 22:00,30,Unclassified,Consume,Unclassified,Music,,,Done
2021-12-22 22:30,30,Unclassified,Create,Unclassified,Blog,F1 Recap,,Done
2021-12-22 23:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-12-22 23:30,420,Unclassified,Circadian,Unclassified,,,,Done
